node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
G3PKP7	G3PLE8	69293.ENSGACP00000018177	69293.ENSGACP00000018429	0	0	0	0	0.690	0	0.248	0.283	0.818
G3PKP7	G3Q486	69293.ENSGACP00000018177	69293.ENSGACP00000024690	0	0	0	0	0.809	0	0	0.097	0.820
G3PKP7	G3Q2D6	69293.ENSGACP00000018177	69293.ENSGACP00000024035	0	0	0	0	0.690	0.725	0.450	0.235	0.959
G3PKP7	G3PM61	69293.ENSGACP00000018177	69293.ENSGACP00000018692	0	0	0	0	0.692	0.776	0.366	0.452	0.972
G3PKP7	G3PZH5	69293.ENSGACP00000018177	69293.ENSGACP00000023015	0	0	0	0	0.772	0.882	0.612	0.459	0.993
G3PLE8	G3Q2D6	69293.ENSGACP00000018429	69293.ENSGACP00000024035	0	0	0	0	0.183	0.041	0	0.388	0.478
G3PLE8	G3PZH5	69293.ENSGACP00000018429	69293.ENSGACP00000023015	0	0	0	0	0.335	0.580	0.248	0.129	0.792
G3PLE8	G3PM61	69293.ENSGACP00000018429	69293.ENSGACP00000018692	0	0	0	0	0.717	0	0	0.641	0.894
G3PLE8	G3PQL2	69293.ENSGACP00000018429	69293.ENSGACP00000019897	0	0	0	0	0.164	0.883	0.621	0.478	0.978
G3PLE8	G3Q486	69293.ENSGACP00000018429	69293.ENSGACP00000024690	0	0	0	0	0.837	0.883	0.621	0.738	0.997
G3PM61	G3Q163	69293.ENSGACP00000018692	69293.ENSGACP00000023611	0	0	0	0	0.054	0	0	0.397	0.405
G3PM61	G3PQL2	69293.ENSGACP00000018692	69293.ENSGACP00000019897	0	0	0	0	0.343	0.155	0	0.089	0.450
G3PM61	G3Q486	69293.ENSGACP00000018692	69293.ENSGACP00000024690	0	0	0	0	0.692	0	0	0.255	0.760
G3PM61	G3PZH5	69293.ENSGACP00000018692	69293.ENSGACP00000023015	0	0	0	0	0.690	0.711	0.366	0.136	0.944
G3PM61	G3Q2D6	69293.ENSGACP00000018692	69293.ENSGACP00000024035	0	0	0	0	0.691	0.819	0.520	0.565	0.986
G3PP08	G3Q2D6	69293.ENSGACP00000019341	69293.ENSGACP00000024035	0	0	0	0	0.471	0	0	0	0.471
G3PP08	G3Q3C4	69293.ENSGACP00000019341	69293.ENSGACP00000024376	0.148	0	0	0	0.992	0.892	0.621	0.766	0.999
G3PP08	G3Q972	69293.ENSGACP00000019341	69293.ENSGACP00000026436	0.105	0	0	0	0.992	0.892	0.621	0.351	0.999
G3PP08	G3PT54	69293.ENSGACP00000019341	69293.ENSGACP00000020790	0	0	0	0	0.992	0.892	0.621	0.537	0.999
G3PP08	G3Q659	69293.ENSGACP00000019341	69293.ENSGACP00000025366	0.199	0	0	0	0.992	0.892	0.604	0.316	0.999
G3PP08	G3PQX4	69293.ENSGACP00000019341	69293.ENSGACP00000020009	0	0	0	0	0.992	0.892	0.621	0.693	0.999
G3PP08	G3Q163	69293.ENSGACP00000019341	69293.ENSGACP00000023611	0	0	0	0	0.992	0.892	0.621	0.269	0.999
G3PQL2	G3Q6T4	69293.ENSGACP00000019897	69293.ENSGACP00000025594	0	0	0	0	0	0	0	0.462	0.461
G3PQL2	G3PZH5	69293.ENSGACP00000019897	69293.ENSGACP00000023015	0	0	0	0	0.827	0	0	0.050	0.828
G3PQL2	G3Q2D6	69293.ENSGACP00000019897	69293.ENSGACP00000024035	0	0	0	0	0.923	0	0	0.247	0.939
G3PQL2	G3Q486	69293.ENSGACP00000019897	69293.ENSGACP00000024690	0	0	0	0	0.962	0.884	0.621	0.487	0.999
G3PQX4	G3Q3C4	69293.ENSGACP00000020009	69293.ENSGACP00000024376	0	0	0	0	0.992	0.892	0.621	0.739	0.999
G3PQX4	G3Q972	69293.ENSGACP00000020009	69293.ENSGACP00000026436	0	0	0	0	0.991	0.892	0.621	0.435	0.999
G3PQX4	G3PT54	69293.ENSGACP00000020009	69293.ENSGACP00000020790	0	0	0	0	0.991	0.892	0.621	0.152	0.999
G3PQX4	G3Q659	69293.ENSGACP00000020009	69293.ENSGACP00000025366	0	0	0	0	0.991	0.892	0.621	0.656	0.999
G3PQX4	G3Q163	69293.ENSGACP00000020009	69293.ENSGACP00000023611	0	0	0	0	0.974	0.892	0.621	0.696	0.999
G3PT54	G3Q486	69293.ENSGACP00000020790	69293.ENSGACP00000024690	0	0	0	0	0.690	0	0.134	0.154	0.753
G3PT54	G3Q3C4	69293.ENSGACP00000020790	69293.ENSGACP00000024376	0	0	0	0	0.992	0.892	0.621	0.405	0.999
G3PT54	G3Q972	69293.ENSGACP00000020790	69293.ENSGACP00000026436	0	0	0	0	0.992	0.892	0.621	0.122	0.999
G3PT54	G3Q659	69293.ENSGACP00000020790	69293.ENSGACP00000025366	0	0	0	0	0.991	0.892	0.621	0.341	0.999
G3PT54	G3Q163	69293.ENSGACP00000020790	69293.ENSGACP00000023611	0	0	0	0	0.992	0.892	0.621	0.598	0.999
G3PUL8	G3PVY2	69293.ENSGACP00000021305	69293.ENSGACP00000021771	0	0	0	0	0.151	0	0.369	0	0.441
G3PUL8	G3Q162	69293.ENSGACP00000021305	69293.ENSGACP00000023610	0	0	0	0	0.054	0	0.450	0	0.457
G3PVK9	G3PYA1	69293.ENSGACP00000021648	69293.ENSGACP00000022591	0	0	0	0	0.170	0.143	0.225	0.167	0.479
G3PVY2	G3Q3A5	69293.ENSGACP00000021771	69293.ENSGACP00000024357	0	0	0	0	0.107	0.135	0.366	0.169	0.538
G3PXF9	G3PYA1	69293.ENSGACP00000022298	69293.ENSGACP00000022591	0	0	0	0	0.170	0.143	0.225	0.167	0.479
G3PYU1	G3Q2Y3	69293.ENSGACP00000022781	69293.ENSGACP00000024232	0	0	0	0	0.050	0	0.519	0.067	0.536
G3PZH5	G3Q486	69293.ENSGACP00000023015	69293.ENSGACP00000024690	0	0	0	0	0.836	0.142	0	0.169	0.872
G3PZH5	G3Q2D6	69293.ENSGACP00000023015	69293.ENSGACP00000024035	0	0	0	0	0.826	0.725	0.450	0.171	0.975
G3Q163	G3Q486	69293.ENSGACP00000023611	69293.ENSGACP00000024690	0	0	0	0	0.474	0	0.149	0.123	0.573
G3Q163	G3Q3C4	69293.ENSGACP00000023611	69293.ENSGACP00000024376	0	0	0	0	0.992	0.892	0.621	0.696	0.999
G3Q163	G3Q972	69293.ENSGACP00000023611	69293.ENSGACP00000026436	0	0	0	0	0.992	0.892	0.621	0.744	0.999
G3Q163	G3Q659	69293.ENSGACP00000023611	69293.ENSGACP00000025366	0	0	0	0	0.992	0.892	0.621	0.440	0.999
G3Q2D6	G3Q486	69293.ENSGACP00000024035	69293.ENSGACP00000024690	0	0	0	0	0.911	0.184	0	0.173	0.934
G3Q3C4	G3Q486	69293.ENSGACP00000024376	69293.ENSGACP00000024690	0	0	0	0	0.516	0	0.294	0	0.643
G3Q3C4	G3Q972	69293.ENSGACP00000024376	69293.ENSGACP00000026436	0.148	0	0	0	0.991	0.892	0.621	0.643	0.999
G3Q3C4	G3Q659	69293.ENSGACP00000024376	69293.ENSGACP00000025366	0.201	0	0.263	0	0.991	0.892	0.621	0.557	0.999
G3Q486	G3Q972	69293.ENSGACP00000024690	69293.ENSGACP00000026436	0	0	0	0	0.313	0	0.134	0.077	0.402
G3Q659	G3Q972	69293.ENSGACP00000025366	69293.ENSGACP00000026436	0.199	0	0	0	0.992	0.892	0.621	0.666	0.999
